0,2020-07-18 08:37:47
1,50.950
2,72.500
3,11.320
4,14.820
0,2020-07-18 08:39:25
1,50.950
2,72.500
3,11.320
4,14.820
0,2020-07-18 08:39:56
1,50.950
2,72.500
3,11.320
4,14.820
0,2020-07-18 08:40:35
1,50.950
2,72.500
3,11.320
4,14.820
0,2020-07-18 08:41:00
1,50.950
2,72.500
3,11.320
4,14.820
