0,2020-07-17 13:24:44,51.100,72.700,11.340,14.820
0,2020-07-17 13:25:19,51.100,72.700,11.320,14.800
0,2020-07-17 13:26:09,51.100,72.750,11.340,14.800
0,2020-07-17 13:27:04,51.100,72.700,11.340,14.800
0,2020-07-17 13:27:37,51.100,72.950,11.340,14.800
0,2020-07-17 13:28:31,51.100,72.950,11.340,14.800
0,2020-07-17 13:28:53,51.100,72.950,11.340,14.800
0,2020-07-17 13:29:19,51.100,72.950,11.340,14.800
0,2020-07-17 13:30:08,51.100,72.950,11.320,14.800
0,2020-07-17 13:31:08,51.050,72.900,11.320,14.800
0,2020-07-17 13:31:31,51.050,72.900,11.320,14.800
0,2020-07-17 13:31:51,51.050,72.850,11.320,14.800
0,2020-07-17 13:32:18,51.050,72.850,11.340,14.800
0,2020-07-17 13:32:51,51.050,72.850,11.320,14.800
0,2020-07-17 13:33:22,51.050,72.750,11.320,14.800
0,2020-07-17 13:33:51,51.050,72.700,11.320,14.800
0,2020-07-17 13:34:07,51.050,72.700,11.320,14.800
0,2020-07-17 13:34:36,51.050,72.700,11.320,14.800
0,2020-07-17 13:35:11,51.050,72.700,11.320,14.800
0,2020-07-17 13:35:41,51.000,72.700,11.320,14.800
0,2020-07-17 13:36:11,51.000,72.700,11.320,14.800
0,2020-07-17 13:36:58,51.050,72.700,11.340,14.800
0,2020-07-17 13:38:20,51.000,72.650,11.340,14.800
0,2020-07-17 13:38:50,51.000,72.700,11.340,14.800
0,2020-07-17 13:39:27,51.050,72.700,11.340,14.800
0,2020-07-17 13:39:44,51.000,72.700,11.320,14.800
0,2020-07-17 13:40:09,51.050,72.650,11.320,14.800
0,2020-07-17 13:40:43,51.000,72.650,11.340,14.800
0,2020-07-17 13:41:38,51.050,72.700,11.340,14.800
0,2020-07-17 13:42:06,51.050,72.700,11.340,14.800
0,2020-07-17 13:42:31,51.050,72.700,11.320,14.800
0,2020-07-17 13:42:59,51.050,72.700,11.320,14.820
0,2020-07-17 13:43:37,51.050,72.700,11.340,14.800
0,2020-07-17 13:47:47,51.050,72.700,11.340,14.800
0,2020-07-17 13:48:16,51.050,72.700,11.340,14.800
0,2020-07-17 13:48:54,51.050,72.700,11.340,14.800
0,2020-07-17 13:49:16,51.000,72.700,11.340,14.800
0,2020-07-17 13:49:45,50.950,72.750,11.340,14.800
0,2020-07-17 13:50:33,50.950,72.700,11.340,14.800
0,2020-07-17 13:51:26,50.950,72.750,11.340,14.800
0,2020-07-17 13:51:47,51.000,72.750,11.340,14.800
0,2020-07-17 13:52:26,51.000,72.700,11.340,14.800
0,2020-07-17 13:53:34,51.000,72.700,11.340,14.820
0,2020-07-17 13:54:42,51.000,72.650,11.340,14.820
0,2020-07-17 13:55:31,51.000,72.650,11.340,14.800
0,2020-07-17 13:56:32,51.050,72.650,11.340,14.800
0,2020-07-17 13:57:45,51.000,72.650,11.340,14.800
0,2020-07-17 13:58:08,51.000,72.650,11.340,14.800
0,2020-07-17 13:58:59,51.000,72.700,11.340,14.820
0,2020-07-17 13:59:28,51.000,72.700,11.340,14.820
0,2020-07-17 13:59:58,51.000,72.700,11.340,14.820
0,2020-07-17 14:00:59,51.000,72.700,11.340,14.820
0,2020-07-17 14:01:30,51.000,72.700,11.340,14.820
0,2020-07-17 14:02:32,51.000,72.700,11.340,14.820
0,2020-07-17 14:03:54,51.000,72.650,11.340,14.820
0,2020-07-17 14:05:21,51.000,72.650,11.340,14.820
0,2020-07-17 14:05:43,51.000,72.650,11.340,14.820
0,2020-07-17 14:06:07,51.000,72.650,11.340,14.800
0,2020-07-17 14:08:35,51.000,72.650,11.340,14.800
0,2020-07-17 14:09:02,51.050,72.650,11.340,14.800
0,2020-07-17 14:09:22,51.050,72.650,11.340,14.800
0,2020-07-17 14:10:16,51.050,72.650,11.320,14.800
0,2020-07-17 14:10:41,51.000,72.650,11.340,14.800
0,2020-07-17 14:11:10,51.000,72.650,11.340,14.800
0,2020-07-17 14:11:36,51.000,72.650,11.340,14.800
0,2020-07-17 14:12:53,51.000,72.650,11.340,14.800
0,2020-07-17 14:13:21,51.000,72.650,11.340,14.800
0,2020-07-17 14:14:07,51.000,72.650,11.340,14.800
0,2020-07-17 14:15:15,51.050,72.700,11.340,14.800
0,2020-07-17 14:15:29,51.050,72.700,11.340,14.800
0,2020-07-17 14:16:00,51.050,72.700,11.340,14.800
0,2020-07-17 14:16:34,51.100,72.700,11.340,14.800
0,2020-07-17 14:17:15,51.100,72.750,11.320,14.800
0,2020-07-17 14:17:41,51.100,72.750,11.320,14.800
0,2020-07-17 14:18:19,51.100,72.750,11.320,14.800
0,2020-07-17 14:19:00,51.100,72.750,11.340,14.800
0,2020-07-17 14:19:17,51.050,72.750,11.340,14.800
0,2020-07-17 14:19:41,51.100,72.750,11.340,14.800
0,2020-07-17 14:19:58,51.100,72.750,11.340,14.800
0,2020-07-17 14:20:09,51.100,72.650,11.320,14.800
0,2020-07-17 14:20:28,51.100,72.650,11.320,14.800
0,2020-07-17 14:20:51,51.100,72.650,11.320,14.800
0,2020-07-17 14:21:07,51.100,72.650,11.320,14.800
0,2020-07-17 14:21:29,51.100,72.700,11.320,14.800
0,2020-07-17 14:21:48,51.100,72.700,11.320,14.800
0,2020-07-17 14:22:08,51.050,72.700,11.320,14.800
0,2020-07-17 14:22:34,51.050,72.650,11.320,14.800
0,2020-07-17 14:22:42,51.050,72.650,11.320,14.800
0,2020-07-17 14:23:02,51.100,72.650,11.320,14.800
0,2020-07-17 14:23:13,51.100,72.650,11.320,14.800
